SchoolName,SizeSetting,Control,F20Enrollment
Refrigeration School Inc,"Two-year, small",Private for-profit,897
Gogebic Community College,"Two-year, small",Public,896
Antioch University-New England,Exclusively graduate/professional,Private not-for-profit,895
Baptist Health Sciences University,"Four-year, very small, primarily nonresidential",Private not-for-profit,890
Averett University,"Four-year, very small, highly residential",Private not-for-profit,887
Cooper Union for the Advancement of Science and Art,"Four-year, very small, primarily nonresidential",Private not-for-profit,887
Kentucky Wesleyan College,"Four-year, very small, highly residential",Private not-for-profit,887
St. Andrews University,"Four-year, very small, highly residential",Private not-for-profit,887
Southwestern Law School,Exclusively graduate/professional,Private not-for-profit,886
Emmanuel College,"Four-year, very small, highly residential",Private not-for-profit,883
Hampden-Sydney College,"Four-year, very small, highly residential",Private not-for-profit,881
Perry Technical Institute,"Two-year, small",Private not-for-profit,881
University of South Carolina-Salkehatchie,"Two-year, small",Public,878
Pima Medical Institute-Houston,"Two-year, small",Private for-profit,876
Intellitec College-Grand Junction,"Two-year, small",Private for-profit,874
Charles R Drew University of Medicine and Science,"Four-year, very small, primarily nonresidential",Private not-for-profit,872
Lincoln College of Technology-Columbia,"Two-year, small",Private for-profit,870
Mercy College of Health Sciences,"Four-year, very small, primarily nonresidential",Private not-for-profit,869
McPherson College,"Four-year, very small, highly residential",Private not-for-profit,868
Teachers College of San Joaquin,Exclusively graduate/professional,Public,868
Wabash College,"Four-year, very small, highly residential",Private not-for-profit,868
South University-Tampa,"Four-year, very small, primarily nonresidential",Private for-profit,867
Salem Community College,"Two-year, small",Public,865
Maria College of Albany,"Four-year, very small, primarily nonresidential",Private not-for-profit,864
Alderson Broaddus University,"Four-year, very small, highly residential",Private not-for-profit,863
Concorde Career College-Grand Prairie,"Two-year, small",Private for-profit,862
San Joaquin Valley College-Ontario,"Two-year, small",Private for-profit,862
Monmouth College,"Four-year, very small, highly residential",Private not-for-profit,860
Wheeling University,"Four-year, very small, highly residential",Private not-for-profit,857
American College of Healthcare Sciences,"Four-year, very small, primarily nonresidential",Private for-profit,856
Denver Seminary,Exclusively graduate/professional,Private not-for-profit,856
Metropolitan College of New York,"Four-year, very small, primarily nonresidential",Private not-for-profit,856
Pacifica Graduate Institute,Exclusively graduate/professional,Private for-profit,856
The College of the Florida Keys,"Four-year, very small, primarily nonresidential",Public,856
Bryant & Stratton College-Buffalo,"Four-year, very small, primarily nonresidential",Private for-profit,855
Clarke University,"Four-year, very small, highly residential",Private not-for-profit,855
Naropa University,"Four-year, very small, primarily residential",Private not-for-profit,855
Simpson University,"Four-year, very small, primarily residential",Private not-for-profit,855
Harvey Mudd College,"Four-year, very small, highly residential",Private not-for-profit,854
LaGrange College,"Four-year, very small, highly residential",Private not-for-profit,854
Westminster Theological Seminary,Exclusively graduate/professional,Private not-for-profit,854
Southwest Institute of Healing Arts,"Two-year, small",Private for-profit,846
Livingstone College,"Four-year, very small, highly residential",Private not-for-profit,845
North Central Kansas Technical College,"Two-year, small",Public,843
Pima Medical Institute-Las Vegas,"Two-year, small",Private for-profit,843
Southern University Law Center,Exclusively graduate/professional,Public,843
Tohono O'odham Community College,"Four-year, small, primarily nonresidential",Public,843
Manhattan Area Technical College,"Two-year, very small",Public,842
Yeshivath Viznitz,"Four-year, very small, highly residential",Private not-for-profit,842
Colegio Universitario de San Juan,"Four-year, very small, primarily nonresidential",Public,840
Lees-McRae College,"Four-year, very small, highly residential",Private not-for-profit,838
University of Advancing Technology,"Four-year, very small, primarily residential",Private for-profit,836
University of the Ozarks,"Four-year, very small, highly residential",Private not-for-profit,836
Albany Medical College,Exclusively graduate/professional,Private not-for-profit,835
Brewton-Parker College,"Four-year, very small, highly residential",Private not-for-profit,835
Manor College,"Four-year, very small, primarily nonresidential",Private not-for-profit,834
Ottawa University-Surprise,"Four-year, very small, highly residential",Private not-for-profit,831
William Peace University,"Four-year, very small, highly residential",Private not-for-profit,830
Brevard College,"Four-year, very small, highly residential",Private not-for-profit,828
Menlo College,"Four-year, very small, highly residential",Private not-for-profit,826
Western Seminary,Exclusively graduate/professional,Private not-for-profit,826
Columbia Gorge Community College,"Two-year, small",Public,825
J. F. Drake State Community and Technical College,"Two-year, very small",Public,825
Northwest Technical College,"Two-year, very small",Public,825
Pima Medical Institute-Mesa,"Two-year, small",Private for-profit,822
Miami Regional University,"Four-year, very small, primarily nonresidential",Private for-profit,818
South University-Savannah,"Four-year, very small, primarily nonresidential",Private for-profit,818
Meridian Institute of Surgical Assisting,"Two-year, small",Private for-profit,816
Ripon College,"Four-year, very small, highly residential",Private not-for-profit,816
Earlham College,"Four-year, very small, highly residential",Private not-for-profit,815
Maryland University of Integrative Health,Exclusively graduate/professional,Private not-for-profit,815
The Art Institute of Atlanta,"Four-year, very small, primarily nonresidential",Private for-profit,814
Pima Medical Institute-Phoenix,"Two-year, small",Private for-profit,812
The University of Tennessee-Southern,"Four-year, very small, highly residential",Public,812
Webber International University,"Four-year, very small, highly residential",Private not-for-profit,812
Florida Career College-Hialeah,"Two-year, small",Private for-profit,809
Union Institute & University,"Four-year, very small, primarily nonresidential",Private not-for-profit,809
West Coast Ultrasound Institute,"Four-year, very small, primarily nonresidential",Private for-profit,809
William James College,"Four-year, very small, primarily nonresidential",Private not-for-profit,805
Kansas Wesleyan University,"Four-year, very small, highly residential",Private not-for-profit,803
Albizu University-Miami,"Four-year, very small, primarily nonresidential",Private not-for-profit,802
Belmont College,"Two-year, small",Public,802
Hilbert College,"Four-year, very small, primarily residential",Private not-for-profit,801
Cazenovia College,"Four-year, very small, highly residential",Private not-for-profit,800
West Virginia School of Osteopathic Medicine,Exclusively graduate/professional,Public,800
Bennington College,"Four-year, very small, highly residential",Private not-for-profit,799
Philander Smith College,"Four-year, very small, highly residential",Private not-for-profit,799
Columbia Central University-Caguas,"Four-year, very small, primarily nonresidential",Private for-profit,798
Independence Community College,"Two-year, small",Public,798
Pontifical Catholic University of Puerto Rico-Arecibo,"Four-year, very small, primarily nonresidential",Private not-for-profit,798
University of Arkansas Community College Rich Mountain,"Two-year, small",Public,798
Ottawa University-Ottawa,"Four-year, very small, highly residential",Private not-for-profit,797
California Western School of Law,Exclusively graduate/professional,Private not-for-profit,796
Hollins University,"Four-year, very small, highly residential",Private not-for-profit,795
University of Arkansas System eVersity,"Four-year, very small, primarily nonresidential",Public,794
Bethany College,"Four-year, very small, highly residential",Private not-for-profit,790
North American University,"Four-year, very small, highly residential",Private not-for-profit,785
Saybrook University,Exclusively graduate/professional,Private not-for-profit,785
Tulsa Welding School-Tulsa,"Two-year, small",Private for-profit,785
Laguna College of Art and Design,"Four-year, very small, primarily nonresidential",Private not-for-profit,782
Eastwick College-Ramsey,"Four-year, very small, primarily nonresidential",Private for-profit,781
Wesleyan College,"Four-year, very small, highly residential",Private not-for-profit,779
Bryan College of Health Sciences,"Four-year, very small, primarily nonresidential",Private not-for-profit,778
Rosemont College,"Four-year, very small, primarily residential",Private not-for-profit,777
Amridge University,"Four-year, very small, primarily nonresidential",Private not-for-profit,775
Northern Maine Community College,"Two-year, very small",Public,775
Texas Tech University Health Sciences Center-El Paso,"Four-year, very small, primarily nonresidential",Public,775
