Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
NHL 2K6,2005,Sports,Take-Two Interactive,0.16,0.05,0,0.01,0.21,83,32,7.5,26,2K Sports,E10+
NHL 2K6,2005,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1,75,37,6.1,24,2K Sports,E10+
NHL 2K7,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12,79,24,6.6,5,Kush Games,E10+
NHL 2K7,2006,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08,78,51,7.9,166,Kush Games,E10+
NHL 2K8,2007,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13,71,43,7.4,16,Kush Games,E10+
NHL 2K9,2008,Sports,Take-Two Interactive,0.15,0.01,0,0.01,0.17,69,33,6.7,7,Visual Concepts,E10+
NHL 2K9,2008,Sports,Take-Two Interactive,0.06,0,0,0,0.06,65,11,5.4,19,Visual Concepts,E10+
NHL FaceOff 2001,2001,Sports,Sony Computer Entertainment,0.1,0.07,0,0.02,0.2,57,11,4,4,989 Sports,E
NHL Hitz 20-02,2001,Sports,Midway Games,0.28,0.22,0,0.07,0.56,78,18,7.6,8,Black Box,E
NHL Hitz 20-02,2001,Sports,Midway Games,0.2,0.06,0,0.01,0.27,79,20,8.7,11,Black Box,E
NHL Hitz 20-02,2001,Sports,Midway Games,0.16,0.04,0,0.01,0.21,79,13,8.7,7,Midway,E
NHL Hitz 20-03,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,82,19,8.4,11,Midway,E
NHL Hitz 20-03,2002,Sports,Midway Games,0.08,0.02,0,0,0.11,81,19,8.5,13,Black Box,E
NHL Hitz 20-03,2002,Sports,Midway Games,0.06,0.02,0,0,0.08,82,12,8.4,5,Midway,E
NHL Hitz Pro,2003,Sports,Midway Games,0.09,0.07,0,0.02,0.19,79,23,8.9,13,Next Level Games,E
NHL Hitz Pro,2003,Sports,Midway Games,0.05,0.01,0,0,0.07,81,23,8.8,12,Next Level Games,E
NHL Rivals 2004,2003,Sports,Microsoft Game Studios,0.08,0.02,0,0,0.11,65,39,8.8,20,Microsoft Game Studios,E
Nickelodeon Party Blast,2002,Misc,Infogrames,0.16,0.05,0,0.01,0.22,19,4,4.3,7,Data Design Interactive,E
Nicktoons: Attack of the Toybots,2007,Platform,THQ,0.4,0,0,0.03,0.43,60,4,6,8,Blue Tongue Entertainment,E
NieR,2010,Role-Playing,Square Enix,0.17,0.18,0.2,0.07,0.61,68,58,8.4,263,Cavia Inc.,M
NieR,2010,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,67,60,8.3,126,Cavia Inc.,M
Night at the Museum: Battle of the Smithsonian,2009,Action,Majesco Entertainment,0.07,0.03,0,0.01,0.11,50,15,7.1,8,"Majesco Games, Majesco",E10+
NightCaster,2002,Action,Microsoft Game Studios,0.1,0.03,0,0,0.13,61,27,5.7,7,Jaleco Entertainment,T
NightCaster II: Equinox,2002,Action,Jaleco,0.03,0.01,0,0,0.05,46,12,7,4,Jaleco Entertainment,T
NiGHTS: Journey of Dreams,2007,Platform,Sega,0.32,0.02,0.04,0.03,0.41,69,47,8.5,55,"Sega, Sonic Team",E
Nightshade,2003,Action,Sega,0.06,0.04,0,0.01,0.12,68,39,7.7,20,Wow Entertainment,M
Nights of Azure,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,67,40,7.6,71,Gust,T
Ninja Assault,2002,Shooter,Namco Bandai Games,0.05,0.04,0,0.01,0.11,60,17,5.3,4,Namco,T
Ninja Blade,2009,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,68,65,6.8,55,From Software,M
Ninjabread Man,2007,Action,Popcorn Arcade,0.07,0,0,0.01,0.08,20,6,1.7,52,Data Design Interactive,E
Ninja Gaiden,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,91,89,8.8,152,Team Ninja,M
Ninja Gaiden: Dragon Sword,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83,52,7.8,36,Team Ninja,T
Ninja Gaiden 3,2012,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43,58,43,5,152,Team Ninja,M
Ninja Gaiden 3,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,58,39,4.4,136,Team Ninja,M
Ninja Gaiden Black,2005,Action,Microsoft Game Studios,0.07,0.02,0,0,0.09,94,32,8.7,121,Team Ninja,M
Ninja Gaiden II,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81,74,8,302,"Team Ninja, Tecmo",M
Ninja Gaiden Sigma,2007,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,88,46,7.5,155,Team Ninja,M
Ninja Gaiden Sigma 2,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.85,83,52,7.7,115,Team Ninja,M
Ninja Reflex,2008,Action,Electronic Arts,0.11,0,0,0.01,0.12,49,26,6,11,Sanzaru Games,E10+
Ninjatown,2008,Strategy,SouthPeak Games,0.12,0,0,0.01,0.13,80,40,8.3,21,"Venan Entertainment, Cashmere Prod.",E
Ni no Kuni: Wrath of the White Witch,2011,Role-Playing,Namco Bandai Games,0.6,0.47,0.21,0.23,1.51,85,89,8.6,984,Level 5,E10+
Nintendo Land,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77,61,7.9,471,Nintendo,E10+
Nitrobike,2008,Racing,Ubisoft,0.11,0.01,0,0.01,0.13,49,22,7.1,7,Left Field Productions,E10+
Nitroplus Blasterz: Heroines Infinite Duel,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04,70,33,6.9,28,"Examu, Marvelous Inc.",T
Nobunaga's Ambition: Iron Triangle,2006,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.09,76,8,8,7,Koei,E10+
Nobunaga's Ambition: Rise to Power,2004,Strategy,Tecmo Koei,0,0,0.08,0,0.08,70,7,8.8,6,Koei,T
Nobunaga's Ambition: Sphere of Influence,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,80,20,8.1,46,Koei Tecmo Games,T
No Man's Sky,2016,Action,Hello Games,0.63,0.76,0.03,0.27,1.7,71,94,4.5,5096,Hello Games,T
No More Heroes,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,83,64,8.4,259,Grasshopper Manufacture,M
No More Heroes: Heroes' Paradise,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72,38,7.3,38,FeelPlus,M
No More Heroes 2: Desperate Struggle,2010,Action,Rising Star Games,0.2,0.11,0.04,0.03,0.39,84,68,8.8,184,Grasshopper Manufacture,M
Nostalgia,2008,Role-Playing,Tecmo Koei,0.16,0,0.02,0.01,0.19,72,36,7.6,19,Matrix Software,E10+
NPPL: Championship Paintball 2009,2008,Shooter,Activision Value,0.15,0,0,0.01,0.16,45,9,7.4,10,FUN Labs,E10+
NPPL: Championship Paintball 2009,2008,Shooter,Activision Value,0.1,0.01,0,0.01,0.12,44,9,7.3,9,FUN Labs,E10+
Obscure,2004,Adventure,Microids,0.03,0.03,0,0.01,0.07,65,27,8.9,39,Hydravision,M
Obscure,2004,Adventure,MC2 Entertainment,0.03,0.01,0,0,0.04,66,29,8.4,9,Hydravision,M
Obscure: The Aftermath,2008,Action,Playlogic Game Factory,0.11,0,0,0.01,0.12,53,19,8.1,14,Hydravision,M
Obscure: The Aftermath,2009,Action,Playlogic Game Factory,0.05,0.03,0,0.01,0.09,66,25,8.2,20,Hydravision,M
Odama,2006,Misc,Nintendo,0.07,0.02,0.02,0,0.11,62,42,8,17,Vivarium,E10+
Oddworld: Abe's Exoddus,1998,Platform,GT Interactive,0.55,0.38,0,0.06,0.99,88,13,9.1,69,Oddworld Inhabitants,T
Oddworld: Abe's Oddysee,1997,Platform,GT Interactive,0.75,0.44,0,0.06,1.24,85,10,9,96,Oddworld Inhabitants,T
Oddworld: Munch's Oddysee,2001,Platform,Atari,0.54,0.16,0,0.03,0.73,80,30,8.7,32,Oddworld Inhabitants,T
Oddworld: Munch's Oddysee,2003,Platform,THQ,0.04,0.02,0,0,0.06,44,15,2.5,4,Art,E
Oddworld: Stranger's Wrath,2005,Adventure,Electronic Arts,0.19,0.06,0,0.01,0.26,88,65,9.1,58,Oddworld Inhabitants,T
Odin Sphere,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,83,49,8.6,59,Vanilla Ware,T
Odin Sphere: Leifthrasir,2016,Role-Playing,Nippon Ichi Software,0.07,0.04,0.07,0.02,0.2,87,49,8.2,178,Vanillaware,T
Odin Sphere: Leifthrasir,2016,Role-Playing,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,93,5,7.9,83,Vanillaware,T
Off-Road Drive,2011,Racing,1C Company,0,0.03,0,0,0.04,60,10,6.4,17,Avalon Style,N/A
Oil Rush,2012,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,67,23,6.5,55,"Unigine Corp, Russia",N/A
Okage: Shadow King,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,70,23,8.5,14,Zener Works,T
Okami,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,93,69,9.3,327,Clover Studio,T
Okami,2008,Action,Capcom,0.43,0.09,0.04,0.05,0.6,90,44,8.9,236,Ready at Dawn,T
OkamiDen,2010,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43,82,48,7.9,53,Capcom,E10+
Omega Quintet,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02,58,22,7.1,81,Compile Heart,T
Omerta: City of Gangsters,2011,Simulation,Konami Digital Entertainment,0.42,0.22,0,0.06,0.7,43,18,3.3,25,Kalypso,T
Onechanbara: Bikini Samurai Squad,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13,39,39,6.4,55,Tamsoft,M
Onechanbara: Bikini Zombie Slayers,2008,Action,D3Publisher,0.11,0,0,0.01,0.12,55,24,8,20,Tamsoft,M
Onechanbara Z2: Chaos,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24,57,40,6.5,72,"Tamsoft, D3Publisher",M
One Piece: Burning Blood,2016,Fighting,Namco Bandai Games,0.11,0.13,0.07,0.05,0.35,66,45,7.8,49,Spike Chunsoft,T
One Piece: Burning Blood,2016,Fighting,Namco Bandai Games,0,0.02,0.07,0,0.1,62,4,7.8,10,Spike Chunsoft,T
One Piece: Burning Blood,2016,Fighting,Namco Bandai Games,0.03,0.02,0,0.01,0.06,60,10,5.8,12,Spike Chunsoft,T
One Piece: Pirate Warriors,2012,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18,64,33,6.5,55,"Omega Force, Tecmo Koei Games",T
One Piece: Pirate Warriors 2,2013,Action,Namco Bandai Games,0,0.19,0.42,0.05,0.66,71,35,7.8,61,Omega Force,T
One Piece: Pirate Warriors 3,2015,Action,Namco Bandai Games,0.09,0.22,0.1,0.06,0.46,74,34,7.4,118,Omega Force,T
One Piece: Pirate Warriors 3,2015,Action,Namco Bandai Games,0,0.03,0.13,0.01,0.17,76,4,6.3,17,Omega Force,T
One Piece: Unlimited Adventure,2007,Adventure,Namco Bandai Games,0.07,0,0.11,0.01,0.19,67,17,8.5,32,Ganbarion,T
One Piece: Unlimited World Red,2013,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.39,75,5,7.6,26,Ganbarion,T
One Piece: Unlimited World Red,2014,Action,Namco Bandai Games,0.09,0.1,0.06,0.04,0.28,71,28,7.3,46,Ganbarion,T
One Piece: Unlimited World Red,2014,Action,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,67,4,7.8,25,Ganbarion,T
One Piece: Unlimited World Red,2014,Action,Namco Bandai Games,0,0.04,0.02,0,0.06,66,11,7.8,43,Ganbarion,T
One Piece Unlimited Cruise SP,2011,Action,Namco Bandai Games,0,0,0.3,0,0.3,46,20,7.3,14,Bandai Namco Games,N/A
Oni,2001,Action,Take-Two Interactive,0.26,0.2,0,0.07,0.53,69,24,7.8,22,Rockstar Toronto,T
Onimusha: Blade Warriors,2003,Fighting,Capcom,0.06,0.05,0,0.02,0.12,65,33,6.9,7,Capcom,T
Onimusha: Dawn of Dreams,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81,45,8.9,62,Capcom,M
Onimusha: Warlords,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86,23,8.2,56,Capcom,M
Onimusha 2: Samurai's Destiny,2002,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25,84,31,9,52,Capcom,M
Onimusha 3: Demon Siege,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45,85,53,8.6,73,Capcom,M
Onimusha Tactics,2003,Strategy,Capcom,0.06,0.02,0,0,0.08,64,21,8.7,7,Capcom,T
Online Chess Kingdoms,2006,Misc,Konami Digital Entertainment,0.01,0,0,0,0.02,60,17,6.8,6,Konami,E
Open Season,2006,Platform,Ubisoft,0.1,0,0,0.01,0.11,59,15,7.3,9,Ubisoft,E10+
Open Season,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07,49,5,5.6,7,Ubisoft,E10+
Operation: Vietnam,2007,Shooter,Majesco Entertainment,0.06,0,0,0,0.07,65,16,6.3,4,Coyote Console,T
Operation Abyss: New Tokyo Legacy,2014,Role-Playing,Nippon Ichi Software,0.02,0,0.06,0.01,0.1,66,25,7.3,24,Experience Inc.,M
Operation Darkness,2007,Role-Playing,Success,0.07,0,0,0.01,0.07,46,22,7,21,Success,M
Operation Flashpoint: Dragon Rising,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,77,47,7.8,112,Codemasters,M
Operation Flashpoint: Dragon Rising,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,76,42,6.5,53,Codemasters,M
Operation Flashpoint: Dragon Rising,2009,Shooter,Codemasters,0.02,0.03,0,0.01,0.05,76,29,4.9,539,Codemasters,M
Operation Flashpoint: Elite,2005,Shooter,Codemasters,0.03,0.01,0,0,0.04,64,24,8.3,27,Bohemia Interactive,T
Operation Flashpoint: Red River,2011,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,67,36,6.3,18,Codemasters,M
Operation Flashpoint: Red River,2011,Shooter,Codemasters,0.1,0.14,0.01,0.03,0.28,69,64,6.1,29,Codemasters,M
Operation Flashpoint: Red River,2011,Shooter,Codemasters,0.01,0.04,0,0.01,0.07,67,25,4.9,103,Codemasters,M
Opoona,2007,Role-Playing,Tecmo Koei,0.08,0,0.01,0.01,0.1,65,33,7.7,14,ArtePiazza,E10+
Order of War,2009,Strategy,Square Enix,0,0.01,0,0,0.02,69,39,7.3,73,Wargaming.net,T
Oreshika: Tainted Bloodlines,2014,Role-Playing,Sony Computer Entertainment,0,0,0.15,0,0.15,78,26,8,84,Alfa System,T
Orphen: Scion of Sorcery,2000,Role-Playing,Activision,0.15,0.12,0,0.04,0.31,54,15,5.8,8,Shade,T
Otogi: Myth of Demons,2002,Action,Sega,0.08,0.02,0.03,0,0.13,80,40,8.5,28,From Software,T
Otogi 2: Immortal Warriors,2003,Action,Sega,0.04,0.01,0,0,0.05,79,43,8.3,12,From Software,T
Outlaw Golf,2002,Sports,TDK Mediactive,0.22,0.06,0,0.01,0.29,72,23,6.9,9,Simon & Schuster,T
Outlaw Tennis,2005,Sports,Global Star,0.03,0.01,0,0,0.04,66,45,7.7,6,Hypnotix,M
Outlaw Volleyball,2003,Sports,TDK Mediactive,0.19,0.06,0,0.01,0.26,77,33,8.4,7,Hypnotix,M
OutRun 2006: Coast 2 Coast,2006,Racing,Sega,0.02,0.01,0.01,0,0.05,81,42,8.8,17,Sumo Digital,E
OutRun 2006: Coast 2 Coast,2006,Racing,Sega,0.03,0.01,0,0,0.04,82,31,8.1,14,Sumo Digital,E
Over G Fighters,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.21,49,36,6,49,Taito Corporation,T
Overlord,2007,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,76,47,8.3,70,Triumph Studios,T
Overlord,2007,Strategy,Codemasters,0,0.02,0,0,0.02,81,27,8.1,220,Triumph Studios,T
Overlord: Dark Legend,2009,Action,Codemasters,0.11,0.22,0,0.04,0.37,68,30,7.9,15,Climax Group,T
Overlord: Minions,2009,Puzzle,Codemasters,0.07,0,0,0.01,0.07,58,22,5.5,4,Climax Group,E10+
Overlord: Raising Hell,2008,Action,Codemasters,0.07,0.03,0,0.02,0.12,72,35,7.7,27,4J Studios,T
Overlord II,2009,Action,Codemasters,0.15,0.14,0,0.03,0.32,75,60,7.2,46,Triumph Studios,T
Overlord II,2009,Action,Codemasters,0.11,0.15,0,0.06,0.32,72,42,7.6,24,Triumph Studios,T
Overlord II,2009,Action,Codemasters,0,0.03,0,0,0.03,79,32,8.1,159,Triumph Studios,T
Over the Hedge,2006,Platform,Activision,0.45,0.02,0,0.07,0.54,58,29,8.6,10,Edge of Reality,E10+
Over the Hedge,2006,Platform,Activision,0.27,0.07,0,0.01,0.35,61,21,9.3,6,Edge of Reality,E10+
Over the Hedge,2006,Platform,Activision,0.24,0.01,0,0.02,0.27,71,17,6.4,9,Vicarious Visions,E
Overwatch,2016,Shooter,Activision,0.81,0.85,0.15,0.33,2.14,90,31,6.1,1358,Blizzard Entertainment,T
Overwatch,2016,Shooter,Activision,0.63,0.33,0,0.1,1.06,91,18,5.6,668,Blizzard Entertainment,T
Overwatch,2016,Shooter,Activision,0.25,0.24,0,0.04,0.53,91,62,6.8,4052,Blizzard Entertainment,T
P.T.O. IV: Pacific Theater of Operations,2002,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.08,71,12,6.6,5,Koei,E
PAC-MAN and the Ghostly Adventures,2013,Platform,Namco Bandai Games,0.03,0.03,0,0.01,0.08,51,6,3.1,7,"Namco Bandai Games, Monkey Bar Games",E10+
PAC-MAN and the Ghostly Adventures,2013,Platform,Namco Bandai Games,0.04,0.03,0,0.01,0.08,49,7,5.1,13,"Namco Bandai Games, Monkey Bar Games",E10+
PAC-MAN and the Ghostly Adventures,2013,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05,58,9,6.5,16,"Namco Bandai Games, Monkey Bar Games",E10+
Pac-Man and the Ghostly Adventures 2,2014,Adventure,Namco Bandai Games,0.05,0.04,0,0.01,0.11,60,7,6.5,10,Vicious Cycle,E10+
Pac-Man and the Ghostly Adventures 2,2014,Adventure,Namco Bandai Games,0.05,0.03,0,0.02,0.09,59,11,6.3,4,Vicious Cycle,E10+
Pac-Man Collection,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79,13,7.8,4,Mass Media,E
Pac-Man Fever,2001,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,0.51,47,14,6.3,7,Mass Media,E
Pac-Man Party,2010,Misc,Namco Bandai Games,0.47,0.08,0.01,0.04,0.61,59,14,5.9,8,TOSE,E10+
Pac-Man Party 3D,2011,Misc,Namco Bandai Games,0.09,0.04,0,0.01,0.15,43,11,5.4,11,Namco Bandai Games,E
Pac-Man World 2,2002,Action,Namco Bandai Games,1.26,0.05,0,0.21,1.51,73,19,7.8,26,Namco,E
Pac-Man World 2,2002,Action,Nintendo,0.28,0.07,0,0.01,0.37,74,18,8.3,19,Namco,E
Pac-Man World 3,2005,Platform,Namco Bandai Games,0.1,0.08,0,0.03,0.21,63,22,5.2,13,Blitz Games,E
Pac-Man World 3,2005,Platform,Namco Bandai Games,0.07,0.02,0,0,0.09,66,17,7.3,10,Blitz Games,E
Pac-Man World 3,2005,Platform,Namco Bandai Games,0.07,0,0,0.01,0.07,61,9,6,4,Blitz Games,E
Pac-Man World Rally,2006,Racing,Namco Bandai Games,0.06,0.02,0,0,0.08,57,10,7.8,4,Smart Bomb Interactive,E
Pac-Man World Rally,2006,Racing,Namco Bandai Games,0.01,0.01,0,0,0.02,54,20,7.4,5,Smart Bomb Interactive,E
Pac-Pix,2005,Puzzle,Namco Bandai Games,0.16,0,0.1,0.01,0.27,71,41,7.1,7,Namco,E
Painkiller,2004,Shooter,DreamCatcher Interactive,0,0.02,0,0,0.02,81,62,8.1,284,People Can Fly,M
Painkiller: Hell Wars,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0,0,0.04,68,33,7.4,16,People Can Fly,M
Pandora's Tower,2011,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,0.31,73,48,8,99,Ganbarion,T
PANGYA: Fantasy Golf,2009,Sports,Takara Tomy,0.09,0,0.04,0.01,0.14,77,16,7,13,Ntreev Soft,E10+
Panzer Dragoon Orta,2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,90,41,8.5,64,Smilebit,T
Paper Mario: Color Splash,2016,Role-Playing,Nintendo,0.2,0.14,0.05,0.03,0.42,75,72,6.8,208,"Nintendo, Intelligent Systems",E
Paper Mario: Sticker Star,2012,Role-Playing,Nintendo,1.12,0.41,0.64,0.14,2.3,75,69,5.6,382,Intelligent Systems,E
Paper Mario: The Thousand-Year Door,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,87,55,9.4,306,Intelligent Systems,E
PaRappa The Rapper,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,92,15,7.4,48,NanaOn-Sha,K-A
PaRappa The Rapper,2006,Misc,Sony Computer Entertainment,0.11,0,0.02,0.02,0.14,67,43,5.2,16,Epics,E
PaRappa The Rapper 2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,67,26,6.6,26,NanaOn-Sha,E
Parasite Eve,1998,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1,81,17,8.9,89,SquareSoft,M
Parasite Eve II,1999,Role-Playing,SquareSoft,0.32,0.22,0,0.04,0.58,79,14,9,77,SquareSoft,M
ParaWorld,2006,Strategy,Deep Silver,0,0.02,0,0,0.02,71,29,8.3,23,SEK Ost,T
Pariah,2005,Action,Hip Interactive,0.08,0.02,0,0,0.1,70,52,7.4,19,Digital Extremes,M
Paris-Dakar Rally,2001,Racing,Acclaim Entertainment,0.08,0.06,0,0.02,0.15,36,6,3.9,15,Broadsword Interactive,E
Patapon,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,86,60,8.7,102,SCE Japan Studio,E
Patapon 2,2008,Misc,Sony Computer Entertainment,0,0.03,0.06,0.01,0.1,81,49,8.3,62,SCE Japan Studio,E
Patapon 3,2011,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,74,41,7.2,35,SCE Japan Studio,E
Patrician IV,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04,66,18,6.4,34,Gaming Minds Studios,E
Payday 2,2013,Shooter,505 Games,0.33,0.19,0,0.05,0.57,75,18,6.3,203,Overkill Software,M
Payday 2,2013,Shooter,505 Games,0.22,0.14,0,0.08,0.43,74,12,6.2,181,Overkill Software,M
Payday 2,2013,Shooter,505 Games,0.04,0,0,0.01,0.05,79,51,3.4,3558,Overkill Software,M
PDC World Championship Darts 2008,2008,Sports,Oxygen Interactive,0.02,0.21,0,0.01,0.24,51,18,5.4,7,Oxygen Interactive,E10+
Peggle: Dual Shot,2009,Puzzle,PopCap Games,0.11,0,0,0.01,0.12,84,17,8.2,21,Q Entertainment,E
Peggle Nights,2008,Puzzle,PopCap Games,0,0.01,0,0,0.02,76,15,8.1,24,PopCap,E
Percy Jackson and the Olympians: The Lightning Thief,2010,Role-Playing,Activision,0.22,0.01,0,0.02,0.24,56,6,6.9,12,Griptonite Games,E10+
Perfect Dark Zero,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81,75,7.3,229,Rare Ltd.,M
Persona 2: Eternal Punishment,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,83,11,8.4,25,Atlus Co.,T
Persona 4: Arena,2012,Fighting,Atlus,0.3,0.11,0.24,0.07,0.73,86,47,7.7,180,Arc System Works,T
Persona 4: Arena,2012,Fighting,Atlus,0.08,0.01,0.03,0.01,0.13,83,21,7.3,60,Arc System Works,T
Persona 4: Arena Ultimax,2014,Fighting,Atlus,0,0,0.13,0,0.14,84,38,8.1,85,Arc System Works,T
Persona 4: Arena Ultimax,2014,Fighting,Atlus,0.06,0.01,0,0.01,0.08,85,15,7.4,35,Arc System Works,T
Persona 4: Dancing All Night,2015,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32,76,51,8.6,83,"Atlus, Dingo Inc.",T
Persona 4: Golden,2012,Role-Playing,Atlus,0.36,0.23,0.38,0.15,1.12,93,61,9.2,1228,Atlus,M
Personal Trainer: Cooking,2006,Misc,Nintendo,0.9,1,1.03,0.17,3.11,81,12,7.8,10,Indies Zero,E
Persona Q: Shadow of the Labyrinth,2014,Role-Playing,Nippon Ichi Software,0.34,0.07,0.27,0.04,0.72,83,56,8.1,169,Atlus,M
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft,0.71,1.02,0,0.31,2.04,82,41,8.2,68,Ubisoft Montpellier,T
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft,0.34,0.17,0,0.02,0.53,82,43,8.5,11,Ubisoft Montpellier,T
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft,0.2,0.03,0,0.02,0.26,80,57,7.5,79,Ubisoft Montpellier,T
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft,0.19,0.05,0,0.01,0.24,81,30,8.3,8,Ubisoft Montpellier,T
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft,0.16,0.01,0,0.02,0.19,56,10,6.4,22,Phoenix Games Studio,T
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft,0.12,0,0,0.01,0.13,28,5,3.2,32,Ubisoft Casablanca,T
Phantasy Star Collection,2002,Role-Playing,Atari,0.08,0.03,0,0,0.11,76,20,8.1,7,Digital Eclipse,E
Phantasy Star Online,2000,Role-Playing,Sega,0,0,0.2,0,0.2,89,21,9.1,33,Sonic Team,T
Phantasy Star Online Episode III: C.A.R.D. Revolution,2003,Role-Playing,Sega,0.06,0.02,0,0,0.08,71,24,8.2,13,Sonic Team,T
Phantasy Star Online Ver. 2,2001,Role-Playing,Sega,0,0,0.19,0,0.19,80,10,8.9,18,Sonic Team,T
Phantasy Star Portable,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,64,38,7.8,19,Alfa System,T
Phantasy Star Portable 2,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.87,69,27,8.1,35,Alfa System,T
Phantasy Star Universe,2006,Role-Playing,Sega,0,0,0.19,0,0.19,68,18,8.5,23,Sonic Team,T
Phantasy Star Universe,2006,Role-Playing,Sega,0.09,0.01,0,0.01,0.12,64,34,7.4,42,Sonic Team,T
Phantom Brave,2004,Role-Playing,Tecmo Koei,0.07,0.05,0,0.02,0.14,81,40,7.9,22,Nippon Ichi Software,T
Phantom Brave: The Hermuda Triangle,2010,Role-Playing,Nippon Ichi Software,0.06,0,0.03,0.01,0.09,65,16,7.3,11,Nippon Ichi Software,T
Phantom Brave: We Meet Again,2009,Role-Playing,Nippon Ichi Software,0.12,0,0.01,0.01,0.13,76,12,7.1,15,Nippon Ichi Software,T
Phantom Crash,2002,Simulation,Phantagram,0.03,0.01,0.01,0,0.05,74,23,8.3,14,Genki,T
Phantom Dust,2004,Action,Microsoft Game Studios,0.08,0.02,0,0,0.11,81,37,8.5,35,Microsoft Game Studios Japan,T
Phineas and Ferb,2009,Action,Disney Interactive Studios,1.32,0.37,0,0.15,1.84,80,4,4.5,8,Altron,E
